id|ville|lat|lng
3223|Bardonecchia, Italy|45.07428609999999|6.6960506
3224|Island Park, NY|40.6042705|-73.65540779999999
3225|Clisson, FR|47.0864509|-1.280468
3226|Borgholm, Sweden|56.88022969999999|16.6562355
3227|Sölvesborg,|56.0537433|14.5796878
3228|Hilton Head Island, SC|32.216316|-80.752608
3229|Pawleys Island,  SC|33.4332236|-79.12143130000001
3230|Stowe, Vt|44.4654332|-72.6874023
3231|Lake Charles, LA|30.2265949|-93.2173758
3232|Newport TN USA|35.9670412|-83.1876578
3233|Angel, London|51.5346761|-0.1042905
3234|Hellendoorn, The Netherlands|52.3870446|6.454294699999999
3235|Frankfurt|50.1109221|8.6821267
3236|somerest, wi|45.1244108|-92.6735365
3237|Saltaire, UK|53.83824019999999|-1.7896135
3238|Pordenone, Italy|45.9563684|12.661452
3239|Stirling, Scotland|56.1165227|-3.9369029
3240|Sayerville, Nj|40.45940210000001|-74.360846
3241|Mt. Clemens, MI|42.5972563|-82.8779754
3242|Elanora, QLD|-28.133|153.45
3243|Rokycany, CZ|49.7380972|13.5928926
3244|Lakewood, NJ|40.08212899999999|-74.2097014
3245|Burlington, Iowa|40.8076529|-91.1128901
3246|Kingston ON|44.2311717|-76.4859544
3247|Macon, GA|32.8406946|-83.6324022
3248|Canton, OH|40.79894729999999|-81.378447
3249|Hackney, London, UK|51.573445|-0.07243759999999999
3250|Great Barrington, MA|42.1959798|-73.362008
3251|Red Hook, NY|41.9951225|-73.8753898
3252|Allen, TX|33.1031744|-96.67055030000002
3253|Mechanicsburg, PA|40.2132692|-77.0080309
3254|Praha, CZ|50.0755381|14.4378005
3255|Krefeld, Germany|51.3387609|6.5853417
3256|Mesen, Belgium|50.7638555|2.8976699
3257|Basel|47.5595986|7.5885761
3258|Metz, FR|49.1193089|6.175715599999999
3259|Guimarães, Portugal|41.44253|-8.2917857
3260|Orange, France|44.1380989|4.807511
3261|Soliera, Modena|44.7396413|10.9231459
3262|Paisley,|42.69376339999999|-120.5460827
3263|Dunkeld, UK|56.5676532|-3.5862204
3264|Falkirk,|56.00187750000001|-3.7839131
3265|Waterloo, London, UK|51.5048541|-0.1136621
3266|Winchester, VA|39.1856597|-78.1633341
3267|Watford, UK|51.656489|-0.39032
3268|Haugesund|59.41358100000001|5.267986899999999
3269|Mount Lawley, W.Australia|-31.9320594|115.8741149
3270|Assago, Milano, Italy|45.4061985|9.1239694
3271|Vigo, Spain|42.24059889999999|-8.7207268
3272|Malaga, Spain|36.7167456|-4.4259962
3273|Enghien-les-Bains, FR|48.9708759|2.3034849
3274|Den Bosch, NL|51.6978162|5.3036748
3275|Cuernavaca, México|18.9242095|-99.22156590000002
3276|Monterrey, México|25.6866142|-100.3161126
3277|Halifax,|44.6473071|-63.60776259999999
3278|Stevenage|51.903761|-0.196612
3279|Falmouth, UK|50.15257099999999|-5.066269999999999
3280|Mansfield, Mass|42.03345650000001|-71.2190578
3281|Tampa Florida|27.950575|-82.4571776
3282|Harlem, NYC|40.8115504|-73.9464769
3283|Lido Beach, NY|40.5889926|-73.6254072
3284|Toronto ON Canada|43.653226|-79.3831843
3285|Slippery Rock, PA|41.0639506|-80.0564468
3286|Easton, PA|40.688432|-75.2207323
3287|Girard, OH|41.1539465|-80.7014662
3288|Charleston, IL |39.4961458|-88.1761521
3289|Elmhurst, IL|41.8994744|-87.9403418
3290|Latham, NY|42.7477661|-73.760537
3291|Long Branch, NJ|40.30427780000001|-73.9923596
3292|Wayville, SA, Australia|-34.9453327|138.5925435
3293|South Hackensack, NJ|40.8625996|-74.0479182
3294|Wayne, NJ|40.92537249999999|-74.2765441
3295|Torhout|51.06498|3.10157
3296|abingdon illinois|40.8044833|-90.4017954
3297|Queenscliff, VIC|-38.2677746|144.6286897
3298|Mornington, VIC|-38.228|145.062
3299|White Hills, Tasmania|-41.5142628|147.2578694
3300|Düsseldorf|51.2277411|6.7734556
3301|Telluride, CO|37.9374939|-107.8122852
3302|Newport (Isle of Wight), UK|50.700803|-1.291633
3303|Spencer, IN|39.2867117|-86.7625058
3304|Opole, PL|50.6751067|17.9212976
3305|Chemnitz, DE|50.827845|12.9213697
3306|Kaltenberg, Germany|48.1280393|10.9961603
3307|Erlangen|49.5896744|11.0119611
3308|Straubenhardt, Germany|48.8451584|8.535185
3309|Großpösna, Germany|51.26839529999999|12.5025243
3310|Neuhausen Ob Eck|47.9713967|8.9300109
3311|Rosenheim, Germany|47.8571272|12.1181047
3312|Neuhausen ob Eck, DE|47.9713967|8.9300109
3313|Clewiston, FL|26.7542312|-80.93367529999999
3314|Halden, Norway|59.13299639999999|11.387457
3315|Vic, Catalunya, Països Catalans|41.920388|2.2589053
3316|Salt Lake City|40.7607793|-111.8910474
3317|Stuart, VA|36.6363992|-80.26939630000001
3318|Lichfield, Staffordshire, UK|52.681602|-1.831672
3319|Jyväskylä, FIN|62.2426034|25.7472567
3320|Split, Croatia|43.5081323|16.4401935
3321|Worthing, SD|43.3291475|-96.7628256
3322|Northbridge, WA|-31.9436266|115.8538427
3323|Boca Raton, FL|26.3683064|-80.1289321
3324|Ballarat, VIC, Australia|-37.5621587|143.8502556
3325|Byron Bay, NSW, Australia|-28.6473671|153.601977
3326|Sandbach, UK|53.146561|-2.367382
3327|Portmeirion, UK|52.91449859999999|-4.0973316
3328|Jones Beach, NY|40.6106158|-73.4445392
3329|Maryland |39.0457549|-76.64127119999999
3330|Peekskill, NY|41.2900939|-73.9204158
3331|Dallas tx|32.7766642|-96.79698789999999
3332|West Melbourne, VIC, Australia|-37.8089044|144.9290625
3333|Kariongn NSW|-33.4407034|151.2883222
3334|Milaca, MN|45.755799|-93.6544079
3335|Woodstock, NY|42.0409247|-74.1181971
3336|Guilford, NH|43.5475771|-71.4067385
3337|Passaic, NJ|40.8567662|-74.1284764
3338|Canton, MA|42.1584324|-71.1447732
3339|Louisville, OH|40.8372809|-81.25955189999999
3340|Brockton, MA|42.0834335|-71.0183787
3341|Ft. Wayne, IN|41.079273|-85.1393513
3342|Saugus, MA|42.4651421|-71.0110473
3343| Detroit, MI|42.331427|-83.0457538
3344|Superior, WI|46.7207737|-92.10407959999999
3345|Duluth, MN|46.78667189999999|-92.1004852
3346|Wien, Austria|48.2081743|16.3738189
3347|Huntington, WV|38.4192496|-82.44515400000002
3348|Sault Ste Marie, MI|46.49771150000001|-84.3475876
3349|Blagnac, France|43.63508700000001|1.39703
3350|Dusseldorf, Germany|51.2277411|6.7734556
3351|St Kilda, VIC|-37.864|144.982
3352|Lemont, IL|41.673642|-88.0017261
3353|Oceanport, NJ|40.3181663|-74.0151382
3354|Coyoacan|19.3437444|-99.1561883
3355|West Hartford, CT|41.7620842|-72.7420151
3356|Odessa, Ukraine|46.482526|30.7233095
3357|Franklin, NC|35.1823171|-83.3815429
3358|Maryville, Tn|35.7564719|-83.9704593
3359|Kodak, TN|35.9745743|-83.62708959999999
3360|Steamboat Springs, CO|40.4849769|-106.8317158
3361|Aiken, SC|33.5604168|-81.7195533
3362|Invercargill,|-46.4131866|168.3537731
3363|Albi, France|43.9250853|2.1486413
3364|Gosford, NSW|-33.426667|151.341667
3365|Gouda, Netherlands|52.0115205|4.7104633
3366|Towradgi, NSW|-34.383333|150.9
3367|dunsborough|-33.6173965|115.1011093
3368|Caloundra, QLD|-26.799|153.133
3369|Blacktown, NSW|-33.76680690000001|150.905298
3370|Penrith, NSW|-33.7506759|150.687674
3371|Jindabyne, NSW|-36.4172451|148.6248294
3372|Nelson Bay, NSW|-32.715|152.151111
3373|Redland Bay, QLD|-27.6371881|153.2857165
3374|Southwark, London, UK|51.48344789999999|-0.08208789999999999
3375|Kortrijk, Belgium|50.8194776|3.2577263
3376|Saint-Malo|48.649337|-2.025674
3377|Montpellier,|43.610769|3.876716
3378|Lucca|43.8429197|10.5026977
3379|Newton, NJ|41.0581527|-74.7526651
3380|Great Western, VIC|-37.15|142.85
3381|Queenscliff|-38.2677746|144.6286897
3382|Hobart, Tasmania|-42.8821377|147.3271949
3383|Norah Head, NSW|-33.2833|151.5667
3384|Abbotsford |49.0504377|-122.3044697
3385|Bendigo VIC|-36.7570157|144.2793906
3386|Sant Adrià del Besòs, Barcelona, Spain|41.4223872|2.2212071
3387|Venice, CA|33.9850469|-118.4694832
3388|Hoppegarten, DE|52.5145302|13.6741027
3389|Ede, Netherlands|52.0401675|5.6648594
3390|Cheltenham Racecourse, UK|51.9205768|-2.0614155
3391|Leeuwarden|53.2012334|5.7999133
3392|Enmore NSW Australia|-33.90067|151.16768
3393|Boondall, QLD|-27.3533586|153.0606302
3394|Coffs Harbour, NSW|-30.298612|153.1093922
3395|Darwin, NT|-12.4634403|130.8456418
3396|Shoreditch, London, UK|51.5229106|-0.0777472
3397|Trumansburg, NY|42.5422939|-76.6660589
3398|Würzburg, Germany|49.79130439999999|9.9533548
3399|Beirut,|33.8937913|35.5017767
3400|El Morell, Catalunya, Països Catalans|41.1896495|1.203729
3401|Park City, KS|37.8000123|-97.31837619999999
3402|Blackpool, United Kingdom|53.8175053|-3.0356748
3403|Carson City, NV|39.1637984|-119.7674034
3404|Elmont, NY|40.700936|-73.712909
3405|Skipton,|53.9628495|-2.0162787
3406|Bangalore, India|12.9715987|77.5945627
3407|st.petersburg, fl|27.7676008|-82.64029149999999
3408|Ft. Worth, TX|32.7554883|-97.3307658
3409|Ormond Beach, Fl|29.2858129|-81.0558894
3410|Whitehall, PA|40.6572331|-75.4985521
3411|Davie, FL|26.0764783|-80.25211569999999
3412|Wachtebeke, Belgium|51.17095|3.86055
3413|Bay Shore, NY|40.7250986|-73.2453946
3414|East Islip, NY|40.7320429|-73.1856703
3415|Glen Cove, NY|40.8623217|-73.6337389
3416|Wermelskirchen, Germany|51.1405229|7.220952400000001
3417|Northampton, U.K.|52.240477|-0.9026560000000001
3418|Cranleigh  England|51.141073|-0.483985
3419|Hayfield|38.7517808|-77.1358133
3420|De Panne, Belgium|51.0962794|2.5905629
3421|Bayreuth|49.9456399|11.5713346
3422|Langenselbold, Germany|50.1795159|9.0400136
3423|Emmendingen, Germany|48.1170918|7.853904699999998
3424|Frankfurt Oder, Germany|52.3472237|14.5505672
3425|St. Wendel/Bosen, DE|49.5750509|7.0626662
3426|Konstanz, Germany|47.6779496|9.173238399999999
3427|Nickelsdorf, Austria|47.9415942|17.0707582
3428|Rostock|54.0924406|12.0991466
3429|Huttwil, CH|47.1133544|7.8514819
3430|Danville, VA|36.5859718|-79.39502279999999
3431|Meadville, PA|41.6414438|-80.15144839999999
3432|Turku, Finland|60.4518126|22.2666302
3433|Decatur, GA|33.7748275|-84.2963123
3434|Monroe, MI|41.9164343|-83.3977101
3435|Riverdale, NY|40.89961830000001|-73.9088276
3436|Leesville, LA|31.1435194|-93.260998
3437|Hays, KS|38.8791783|-99.3267702
3438|Fort Erie, ON|42.9017764|-78.9721745
3439|Hinesville, GA|31.8315028|-81.6141099
3440|Glassboro, NJ|39.70289229999999|-75.1118422
3441|Mount Maunganui, New Zealand|-37.6386541|176.1836273
3442|Ipswich, Suffolk|52.056736|1.14822
3443|Northcote, VIC, Australia|-37.7692917|144.9990291
3444|Apeldoorn, Netherlands|52.21115700000001|5.9699231
3445|oxon hill|38.80331779999999|-76.98972780000001
3446|dc|38.9071923|-77.0368707
3447|Colmar, FR|48.0793589|7.358511999999999
3448|Neuve-Eglise, FR|48.33071899999999|7.313654000000001
3449|Arras,|50.291002|2.777535
3450|East Nashville, TN|36.1966714|-86.7422102
3451|Nashville TN|36.1626638|-86.7816016
3452|Brookings, SD|44.3113573|-96.79838769999999
3453|Mol, Belgium|51.191087|5.117064699999999
3454|Horsham, West Sussex, U.K.|51.062883|-0.325858
3455|Yakima, WA|46.6020711|-120.5058987
3456|Bay City, MI|43.5944677|-83.8888647
3457|North Chicago, IL|42.325578|-87.8411818
3458|North Bay, ON|46.3091152|-79.4608204
3459|Electric Ballroom|49.2261225|-123.1088723
3460|Rocky Mount, VA|36.9976403|-79.8919774
3461|Centralia, WA|46.7162136|-122.9542972
3462|Garwood, NJ|40.6517691|-74.3229264
3463|South Shields|54.999424|-1.427406
3464|Palm Springs, CA|33.8302961|-116.5452921
3465|Narrabeen, NSW|-33.7231|151.2952
3466|Pokolbin, NSW|-32.798333|151.284444
3467|Jindabyne, NSW, Australia|-36.4172451|148.6248294
3468|aurora illinois|41.7605849|-88.32007150000001
3469|Kamloops, BC|50.674522|-120.3272675
3470|Grande Prairie, AB|55.17071259999999|-118.7884464
3471|lasalle illinois|41.3621503|-89.0418249
3472|Winooski, VT|44.491438|-73.1856832
3473|Torquay, UK|50.4619209|-3.525315
3474|Übersee, Germany |47.8176406|12.4808144
3475|Mansfield QLD|-27.533333|153.1
3476|Wellington|-41.2864603|174.776236
3477|Eveleigh|34.091241|-118.3818659
3478|Sydney Olympic Park|-33.8465088|151.0722137
3479|Loch Village, VIC, Aus|-38.37383740000001|145.6877037
3480|Shorewood, IL|41.5200305|-88.2017293
3481|Lewiston, ME|44.100351|-70.21477639999999
3482|Doraville, GA|33.8981579|-84.2832564
3483|Hinckley, MN|46.015|-92.9388889
3484|Auburn, ME|44.0978509|-70.2311655
3485|poultney, vt|43.5170325|-73.2362261
3486|Mahwah, NJ|41.0886216|-74.1435843
3487|Pomona, NJ|39.4665221|-74.54823929999999
3488|Tarboro, NC|35.8968236|-77.5358049
3489|Somerset, KY|37.0920222|-84.6041084
3490|North Andover, MA|42.69870239999999|-71.1350575
3491|Southington, CT|41.5964869|-72.8776013
3492|Bulle|46.6154512|7.057726799999999
3493|Canby, Oregon|45.262316|-122.6921253
3494|Turin, NY|43.6682497|-75.41116439999999
3495|Salamanca, NY|42.1578412|-78.71503109999999
3496|Weert, Netherlands|51.2519718|5.7138711
3497|Hinwil,|47.3035511|8.8365285
3498|Caen, France|49.182863|-0.370679
3499|Ionia, MI|42.9872547|-85.07111739999999
3500|Winters, CA|38.5249065|-121.9708017
3501|Lexton, Vic|-37.2792586|143.5156517
3502|Olga, WA|48.6195479|-122.8354591
3503|Cascade, WV|39.5634167|-79.8145028
3504|Indianola, IA|41.3580484|-93.5574376
3505|Kent, UK|51.2787075|0.5217254000000001
3506|Walton on Trent, UK|52.7599019|-1.683351
3507|Rosslau, Germany|51.8908886|12.2516814
3508|Mesa |33.4151843|-111.8314724
3509|Belvidere, IL|42.2639098|-88.84426739999999
3510|Rillieux-la-Pape|45.819655|4.897126
3511|Haarlem, The Netherlands|52.3873878|4.6462194
3512|Jefferson, LA|29.96603709999999|-90.1531298
3513|Konya, Turkey|37.8746429|32.4931554
3514|Weirsdale, FL|28.9818685|-81.92434109999999
3515|Mount Solon, VA|38.3448488|-79.085032
3516|Wiesen,|50.1115564|9.3634424
3517|pekin illinois|40.5675388|-89.640658
3518|Charles Town, WV|39.28899029999999|-77.8597175
3519|Tilburg, NL|51.560596|5.0919143
3520|Perris, CA|33.7825194|-117.2286478
3521|Warrington, UK|53.3900441|-2.5969501
3522|Magdeburg,|52.1205333|11.6276237
3523|Cottbus, Germany|51.75631079999999|14.3328679
3524|Oldenburg|53.1434501|8.214552099999999
3525|Hasselt|50.93069|5.332479999999999
3526|Rothenburg Ob Der Tauber|49.3801834|10.1867388
3527|Hockenheim, DE|49.31955199999999|8.5498581
3528|Madrid|40.4167754|-3.7037902
3529|Santiago de Compostela,|42.8782132|-8.5448445
3530|Villarrobledo, España|39.2683154|-2.6015635
3531|Mulhouse, FR|47.750839|7.335888
3532|Villarobledo|39.2683154|-2.6015635
3533|NJ|40.0583238|-74.4056612
3534|Camden, NJ, USA|39.9259463|-75.1196199
3535|Calabasas, CA|34.1367208|-118.6614809
3536|Floyd, VA|36.9112443|-80.3200502
3537|Ly Cyne, KS|38.3500206|-94.7613475
3538|Horse Shoe, NC|35.3430207|-82.5567205
3539|Białystok,|53.13248859999999|23.1688403
3540|Annandale-On-Hudson, NY|42.0218762|-73.9095279
3541|Storkow,|52.2536713|13.9396311
3542|Cluj-Napoca, Romania|46.7712101|23.6236353
3543|Ieper, Belgium|50.8492265|2.8779388
3544|Liege, Belgium|50.6325574|5.5796662
3545|Mons, Belgium|50.4542408|3.956659
3546|Terneuzen, Netherlands|51.3322854|3.8324265
3547|Lede, Belgium|50.9658595|3.9773738
3548|Diksmuide, Belgium|51.033331|2.8658393
3549|Abbotsford, VIC, Australia|-37.803|145.002
3550|Woodford, QLD|-26.955|152.778
3551|Dendermonde, Belgium|51.025477|4.1019516
3552|Graz, Austria|47.070714|15.439504
3553|Karlsruhe, DE|49.0068901|8.4036527
3554|Genk,|50.96613|5.5021
3555|Kettering, Northamptonshire|52.396322|-0.7302489999999999
3556|Kettering |39.68950359999999|-84.1688274
3557|Kettering,|39.68950359999999|-84.1688274
3558|Kettering, UK|52.396322|-0.7302489999999999
3559|Taylor, MI|42.240872|-83.2696509
3560|Grimbergen, BE|50.93358990000001|4.3732552
3561|Lawrenceburg, Ky|38.0372967|-84.8966171
3562|Rocklin, CA|38.7907339|-121.2357828
3563|Lewisberry, PA|40.1350928|-76.8596945
3564|Louisville Ky|38.2526647|-85.7584557
3565|Kontich, Belgium|51.1352386|4.4450064
3566|Opwijk, Belgium|50.971588|4.186910999999999
3567|Aarschot, Belgium|50.9859959|4.8365218
3568|Edegem|51.1559541|4.4318937
3569|Herk-de-Stad, Belgium|50.93922999999999|5.16712
3570|'s Hertogenbosch|51.6978162|5.3036748
3571|Morristown, NJ|40.79676670000001|-74.4815438
3572|detroit michigan|42.331427|-83.0457538
3573|Royal Oak MI |42.4894801|-83.1446485
3574|Tallebudgera, Qld|-28.148889|153.418056
3575|Brookvale Australia |-33.7653|151.27041
3576|Tanunda, SA|-34.5200776|138.9626892
3577|Albany Creek, QLD|-27.346944|152.968056
3578|Rockhampton, Qld|-23.3790772|150.510016
3579|Port Adelaide|-34.846|138.503
3580|Nowra, NSW|-34.883333|150.6
3581|Hastings, VIC, Australia|-38.306|145.189
3582|Old Umbum, SA|-28.466968|136.39934
3583|Rotterdam,|51.9244201|4.4777326
3584|Schüttorf,|52.3225661|7.2254549
3585|Waregem, Belgium|50.88689489999999|3.4231675
3586|Townsville, QLD, Australia|-19.2589635|146.8169483
3587|Canberra, ACT, Australia|-35.2809368|149.1300092
3588|Wpb florida|26.7153424|-80.0533746
3589|San Marcos, TX|29.8832749|-97.9413941
3590|Brighton, CO|39.9852617|-104.8205283
3591|Truckee, CA|39.327962|-120.1832533
3592|Peoria, AZ|33.5805955|-112.2373779
3593|Bozeman, Montana|45.6769979|-111.0429339
3594|Invercargill, NZ|-46.4131866|168.3537731
3595|Matakana, New Zealand|-36.3522309|174.7175757
3596|Youngstown, Ohio|41.0997803|-80.6495194
3597|Sam Fernando, CA|34.2819461|-118.4389719
3598|Grand Forks, ND|47.9252568|-97.0328547
3599|Oshkosh, WI|44.0247062|-88.5426136
3600|Rho, Italy|45.5326476|9.039612199999999
3601|Donington|52.845016|-1.3373001
3602|Copenhagen, DK|55.6760968|12.5683372
3603|Mackay, QLD|-21.1424956|149.1821469
3604|Torquay, VIC, Australia|-38.333333|144.316667
3605|Longview, WA|46.1381676|-122.9381672
3606|Daly City, CA|37.6879241|-122.4702079
3607|Katoomba, NSW|-33.71250000000001|150.311944
3608|Hastings, New Zealand|-39.6395783|176.8392322
3609|New Plymouth, New Zealand|-39.0556253|174.0752278
3610|Wellington, NZ|-41.2864603|174.776236
3611|Rimini, Italy|44.0678288|12.5695158
3612|Scheessel, DE|53.1697267|9.4870781
3613|Foxboro Ma|42.0653812|-71.2478251
3614|Buckeye Lake, OH|39.9336753|-82.4723781
3615|Deerfield, IL|42.1711365|-87.8445119
3616|Vernon Hills, IL|42.23933230000001|-87.9653565
3617|Norwalk, CT|41.11774399999999|-73.4081575
3618|New Orleans|29.95106579999999|-90.0715323
3619|West Islip,NY|40.7062104|-73.3062302
3620|quincy illinois|39.9356016|-91.4098726
3621|Pearland, TX|29.5635666|-95.2860474
3622|Burlington Iowa.|40.8076529|-91.1128901
3623|Bayonne, NJ|40.6687141|-74.1143091
3624|st charles illinois|41.9141945|-88.3086867
3625|arenzville illinois|39.8769918|-90.3734571
3626|east peoria illinois|40.666149|-89.5800978
3627|waukegan illinois|42.3636331|-87.84479379999999
3628|Deadwood, SD |44.376651|-103.7296415
3629|Crown Point, Indiana|41.4169806|-87.3653135
3630|Berryville, VA|39.1517713|-77.9822193
3631|Driffield, UK|54.005996|-0.443377
3632|Helmond, Netherlands|51.4792547|5.657009599999999
3633|Charlevoix, MI|45.3180632|-85.2584004
3634|Pasadena California|34.1477849|-118.1445155
3635|Evansville IN|37.9715592|-87.5710898
3636|Johnson City, TN|36.3134397|-82.3534727
3637|Harare, Zimbabwe|-17.8251657|31.03351
3638|Swannanoa, NC|35.5978935|-82.3998431
3639|Rootstown, OH|41.0871792|-81.22985299999999
3640|Bardstown, KY|37.8092279|-85.46690249999999
3641|Du Quoin, IL|38.0114393|-89.2361935
3642|Tijuana,|32.5149469|-117.0382471
3643|Kontich, BE|51.1352386|4.4450064
3644|PIREOS 209 KAI PATRIARXOU IOAKIM 1, Athens, Greece|37.9679676|23.6987029
3645|Hildesheim, DE|52.154778|9.9579652
3646|Hildesheim, Germany|52.154778|9.9579652
3647|Filer, ID|42.570186|-114.6078214
3648|Belton, TX|31.0560132|-97.46445299999999
3649|Wacken, Germany|54.0226106|9.3799516
3650|Rome, NY|43.2128473|-75.4557303
3651|Wacken|54.0226106|9.3799516
3652|Thunder Bay, ON|48.3808951|-89.2476823
3653|Dawson Creek, BC|55.75962740000001|-120.2376623
3654|Deportivo Bordo De Xochiaca  Nezahualcoyotl Estado De Mexico|19.4261696|-99.0194002
3655|Texcoco, Mexico|19.5060382|-98.8831503
3656|Bogota, Colombia|4.710988599999999|-74.072092
3657|Periferico Norte Lecheria Cuautitlan izcalli|19.6005349|-99.1885276
3658|Tultepec, Estado de Mexico|19.6860054|-99.1260866
3659|Esquina Moneda, Av de los Insurgentes Sur, Tlalpan Centro, 14000 Ciudad de México, CDMX|19.2912372|-99.1741414
3660|Pinckney, MI|42.4567013|-83.9463358
3661|North Fitzroy, VIC, Australia|-37.7832944|144.9838466
3662|Dania, Florida|26.052311|-80.1439343
3663|St. Mary's City, MD|38.18724040000001|-76.4343173
3664|Bellvue, CO|40.6295895|-105.1725918
3665|Pennsauken, NJ|39.9562052|-75.058009
3666|William Paterson University |40.9477325|-74.19731089999999
3667|Lebanon, NH|43.6422934|-72.2517569
3668|Lessines|50.7123736|3.8288692
3669|Bronx, NY|40.8447819|-73.8648268
3670|St Helens Island, Montreal QC Canada|45.5189876|-73.5341937
3671|Stony Brook Long Island NY|40.9256538|-73.1409429
3672|Minden|32.6154278|-93.2868354
3673|Baytown tx|29.7355047|-94.97742740000001
3674|Kilkenny, Ireland|52.6541454|-7.2447879
3675|Petersfield |51.007591|-0.93899
3676|Kostrzyn,|52.58718890000001|14.6494466
3677|Kostrzyn, Poland|52.3979|17.2280901
3678|Petersfield, UK|51.007591|-0.93899
3679|Lviv, Ukraine|49.839683|24.029717
3680|Gorzów Wielkopolski,|52.7325285|15.2369305
3681|Hradec Králové, Czech Republic|50.2103605|15.825211
3682|Viveiro, Spain|43.6642649|-7.594534800000001
3683|Viveiro, ES|43.6642649|-7.594534800000001
3684|Salinas, CA|36.6777372|-121.6555013
3685|St paul  Minnesota|44.9537029|-93.0899578
3686|Glens Falls, NY|43.3095164|-73.6440058
3687|Almada|38.6765238|-9.165104699999999
3688|Andernach, Germany|50.426057|7.4086636
3689|Leiden, Netherlands|52.1601144|4.4970097
3690|Canton, GA|34.2367621|-84.4907621
3691|Fort Madison Iowa|40.6297634|-91.31453499999999
3692|Fort Madison, IA|40.6297634|-91.31453499999999
3693| Fort madison iowa|40.6297634|-91.31453499999999
3694|Ft. Madison, Iowa|40.6297634|-91.31453499999999
3695|Darien NY|42.9026199|-78.350676
3696|Darien Lake, NY|42.9278518|-78.3822125
3697|Bethesda, MD|38.984652|-77.0947092
3698|San Angelo, TX|31.4637723|-100.4370375
3699|Pennellville, NY|43.2825686|-76.2704851
3700|Orange City, IA|43.0072087|-96.0583523
3701|Rhinelander, WI|45.6366228|-89.4120753
3702|Deinze, Belgium|50.9875406|3.5235857
3703|Montpellier, France|43.610769|3.876716
3704|Kewanee, IL|41.2455927|-89.9248303
3705|Auburn In|41.3669942|-85.0588575
3706|Dessel, BE|51.23985|5.11269
3707|Carlisle, PA|40.2010241|-77.20027449999999
3708|Rutherford, NJ|40.826489|-74.10680909999999
3709|Southport, QLD|-27.973794|153.4183144
3710|Toronto, Ontario  Canada|43.653226|-79.3831843
3711|N. Charleston, SC|32.8771106|-80.0130514
3712|Bullhead City,AZ|35.1359386|-114.5285981
3713|St Louis, Mo.|38.6270025|-90.19940419999999
3714|Beaver Dam, Kentucky |37.4019918|-86.8758256
3715|Napa Valley, CA|38.5024689|-122.2653887
3716|Ultimo, NSW, Australia|-33.88223|151.19696
3717|Rothbury, Michigan|43.5072317|-86.3475717
3718|Pensacola Beach, FL|30.3337006|-87.14110889999999
3719|Windham, VT|43.1734338|-72.7234481
3720|Enschede,|52.2215372|6.8936619
3721|Sevilla, Spain|37.3890924|-5.9844589
3722|Tocumwal, NSW|-35.8103782|145.5727903
3723|Pentonville, London, UK|51.530994|-0.110682
3724|Simferopol, Ukraine|44.952117|34.102417
3725|Willuamstown|42.7120196|-73.20368979999999
3726|Matlock,|47.23813089999999|-123.407894
3727|Exeter, NH|42.9814292|-70.9477546
3728|Galt, CA|38.2546373|-121.2999485
3729|Hopkins, MN|44.9260794|-93.4044187
3730|North Manchester, IN|41.0006005|-85.768597
3731|Aspen, CO|39.1910983|-106.8175387
3732|US NY, New York City|40.7127753|-74.0059728
3733|Forest City, NC|35.3340108|-81.8651028
3734|Mt. Pleasant, SC|32.8323225|-79.82842579999999
3735|Hobart, AU|-42.8821377|147.3271949
3736|Mount Lawley, Perth, WA|-31.9320594|115.8741149
3737|Helensvale|-27.9159865|153.3345536
3738|Austra New south wales|-31.2532183|146.921099
3739|Homebush, Sydney|-33.862749|151.0794998
3740|Woombye, QLD|-26.666667|152.966667
3741|The Wharf|38.8809681|-77.0283388
3742|Dayton Oh|39.7589478|-84.1916069
3743|Cameron Park, CA|38.6687929|-120.9871643
3744|Hippodrome de Longchamp|48.8576809|2.2338287
3745|Arona, Spain|28.0486003|-16.6645007
3746|Oudenaarde, BE|50.8469547|3.6013676
3747|Grenoble|45.188529|5.724524
3748|Woodbridge, VA|38.6581722|-77.2497049
3749|Welwyn Garden City, United Kingdom|51.8031689|-0.208661
3750|Milwaukee WI|43.0389025|-87.9064736
3751|Gouveia|41.4351828|-72.7698091
3752|Płock, PL|52.5463446|19.7065364
3753|Timelkam, Upper Austria|48.0019658|13.6060786
3754|Magdeburg|52.1205333|11.6276237
3755|Rothenburg, DE|49.3801834|10.1867388
3756|Hannover, DE|52.3858885|9.7334205
3757|Horb am Neckar, DE|48.442078|8.684851199999999
3758|Rothenburg ob der Tauber, DE|49.3801834|10.1867388
3759|Eschwege,|51.1876662|10.0397725
3760|Interlaken,|46.6863481|7.863204899999999
3761|Hohenfelden,|50.8784612|11.1613214
3762|Sparta, KY|38.677009|-84.9068929
3763|Crest, France|44.7282749|5.024071999999999
3764|Saint-Laurent-De-Cuves, France|48.751256|-1.120567
3765|Harrison, NY|40.9700171|-73.7176337
3766|Moledo,|41.8490076|-8.856517499999999
3767|Blackpool|53.8175053|-3.0356748
3768|Valley Center, KS|37.8347342|-97.3733759
3769|Winston Salem, NC|36.09985959999999|-80.244216
3770|Darlington, MD|39.6393033|-76.20291600000002
3771|Carlisle, UK|54.892473|-2.932931
3772|Statesville, NC|35.7826363|-80.8872959
3773|Macungie,pa|40.51593039999999|-75.55518579999999
